Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Customer_Type,Age_Group,Gender,City,State,Region,Sales_Executive,Product_ID,Category,Sub Category,Product_Name,Unit_Price,Quantity,Discount Percentage,Sales,Cost,Profit,Payment_Mode,Delivery_Days,Customer Rating,Returned
ORD101104,21-Jan-25,30-Jan-25,C1046,Customer 47,Returning,26-35,Female,Visakhapatnam,Andhra Pradesh,South,Executive 1,P1136,Grocery,Oil,Oil Model 8,15440,9,30,97272,104374.74,"($7,102.74)",UPI,8,5,No
ORD101224,03-Dec-25,13-Dec-25,C1036,Customer 37,Returning,46-60,Female,Chennai,Tamil Nadu,South,Executive 20,P1130,Grocery,Oil,Oil Model 2,19909,2,30,27872.6,28187.94,($315.34),Cash,8,5,No
ORD101448,16-May-24,24-May-24,C1046,Customer 47,New,26-35,Female,Surat,Gujarat,West,Executive 20,P1129,Grocery,Oil,Oil Model 1,38063,1,10,34256.7,34171.31,$85.39,Credit Card,8,5,Yes
ORD101699,01-Apr-25,10-Apr-25,C1039,Customer 40,New,46-60,Female,Chennai,Tamil Nadu,South,Executive 20,P1130,Grocery,Oil,Oil Model 2,4338,8,35,22557.6,23202.75,($645.15),UPI,3,5,No
ORD101718,22-Apr-24,01-May-24,C1006,Customer 7,Returning,18-25,Male,Gurugram,Haryana,North,Executive 7,P1131,Grocery,Oil,Oil Model 3,1298,6,10,7009.2,4097.05,"$2,912.15",UPI,12,5,Yes
ORD101736,02-Jun-24,11-Jun-24,C1036,Customer 37,Returning,26-35,Male,Gurugram,Haryana,North,Executive 10,P1130,Grocery,Oil,Oil Model 2,22241,5,0,111205,93545.12,"$17,659.88",UPI,10,5,No
ORD101761,08-Mar-24,13-Mar-24,C1031,Customer 32,Returning,46-60,Male,Nagpur,Maharashtra,West,Executive 3,P1134,Grocery,Oil,Oil Model 6,17525,3,50,26287.5,45147.91,"($18,860.41)",Credit Card,6,5,No
ORD101790,16-Feb-25,23-Feb-25,C1002,Customer 3,New,26-35,Male,Raipur,Chhattisgarh,West,Executive 16,P1135,Grocery,Oil,Oil Model 7,36362,5,20,145448,130659.83,"$14,788.17",UPI,10,5,No
ORD102177,25-Feb-24,03-Mar-24,C1041,Customer 42,Returning,46-60,Male,Bhubaneswar,Odisha,East,Executive 3,P1130,Grocery,Oil,Oil Model 2,29433,10,15,250180.5,233669.6,"$16,510.9",Net Banking,9,5,No
ORD102226,17-Apr-24,18-Apr-24,C1022,Customer 23,New,36-45,Female,Chennai,Tamil Nadu,South,Executive 13,P1132,Grocery,Oil,Oil Model 4,26042,3,40,46875.6,67671.96,"($20,796.36)",Net Banking,12,5,No
ORD102341,21-Jul-25,26-Jul-25,C1024,Customer 25,New,18-25,Female,Hyderabad,Telangana,South,Executive 5,P1132,Grocery,Oil,Oil Model 4,1035,4,15,3519,3375.96,$143.04,Net Banking,5,5,Yes
ORD102447,28-Mar-25,07-Apr-25,C1014,Customer 15,New,26-35,Female,Ludhiana,Punjab,North,Executive 15,P1133,Grocery,Oil,Oil Model 5,10476,6,20,50284.8,42340.74,"$7,944.06",UPI,6,5,No
ORD102511,12-Oct-25,14-Oct-25,C1005,Customer 6,Returning,36-45,Male,Gurugram,Haryana,North,Executive 16,P1132,Grocery,Oil,Oil Model 4,42441,10,0,424410,309706.88,"$1,14,703.12",UPI,7,5,Yes
ORD102554,26-Jun-25,27-Jun-25,C1030,Customer 31,New,26-35,Male,Guwahati,Assam,East,Executive 1,P1135,Grocery,Oil,Oil Model 7,4249,4,15,14446.6,14266.38,$180.22,Cash,12,5,Yes
ORD102728,17-Apr-24,20-Apr-24,C1002,Customer 3,New,46-60,Male,Noida,Uttar Pradesh,North,Executive 10,P1129,Grocery,Oil,Oil Model 1,21708,7,10,136760.4,90615.93,"$46,144.47",Net Banking,9,5,No
ORD102941,19-Jul-25,28-Jul-25,C1026,Customer 27,Returning,36-45,Male,Mysuru,Karnataka,South,Executive 9,P1134,Grocery,Oil,Oil Model 6,30164,9,5,257902.2,233931.3,"$23,970.9",Cash,1,5,No
ORD103104,02-Aug-25,06-Aug-25,C1017,Customer 18,New,18-25,Female,Patna,Bihar,East,Executive 20,P1133,Grocery,Oil,Oil Model 5,31351,2,0,62702,55018.47,"$7,683.53",UPI,5,5,No
ORD103176,04-Sep-25,14-Sep-25,C1024,Customer 25,Returning,26-35,Male,Visakhapatnam,Andhra Pradesh,South,Executive 8,P1130,Grocery,Oil,Oil Model 2,12924,4,40,31017.6,36225.89,"($5,208.29)",Net Banking,9,5,Yes
ORD103259,28-Nov-24,01-Dec-24,C1011,Customer 12,New,26-35,Male,Kochi,Kerala,South,Executive 10,P1131,Grocery,Oil,Oil Model 3,43350,6,10,234090,226479.78,"$7,610.22",Net Banking,10,5,Yes
ORD103291,17-Jul-24,19-Jul-24,C1039,Customer 40,New,18-25,Female,Mysuru,Karnataka,South,Executive 14,P1135,Grocery,Oil,Oil Model 7,24734,4,35,64308.4,55441.62,"$8,866.78",Cash,9,5,Yes
ORD103330,29-Jul-24,01-Aug-24,C1010,Customer 11,Returning,18-25,Female,Jaipur,Rajasthan,North,Executive 15,P1131,Grocery,Oil,Oil Model 3,49052,5,15,208471,140373.09,"$68,097.91",Net Banking,5,5,No
ORD103411,10-Jan-25,20-Jan-25,C1045,Customer 46,Returning,26-35,Male,Noida,Uttar Pradesh,North,Executive 2,P1135,Grocery,Oil,Oil Model 7,3159,10,5,30010.5,16270.64,"$13,739.86",UPI,7,5,No
ORD103470,24-Aug-24,03-Sep-24,C1028,Customer 29,Returning,18-25,Male,Raipur,Chhattisgarh,West,Executive 7,P1132,Grocery,Oil,Oil Model 4,47239,6,30,198403.8,231056.69,"($32,652.89)",UPI,3,5,No
ORD103475,27-May-24,31-May-24,C1019,Customer 20,Returning,26-35,Female,Coimbatore,Tamil Nadu,South,Executive 2,P1133,Grocery,Oil,Oil Model 5,14142,9,40,76366.8,117140.82,"($40,774.02)",UPI,5,5,No
ORD103552,01-Sep-25,10-Sep-25,C1007,Customer 8,Returning,46-60,Male,Coimbatore,Tamil Nadu,South,Executive 18,P1136,Grocery,Oil,Oil Model 8,39957,1,5,37959.15,28753.02,"$9,206.13",Net Banking,3,5,No
ORD103677,29-Dec-24,30-Dec-24,C1032,Customer 33,Returning,36-45,Female,Ranchi,Jharkhand,East,Executive 20,P1132,Grocery,Oil,Oil Model 4,41529,1,30,29070.3,31486.5,"($2,416.2)",Cash,4,5,No
ORD103768,12-Jan-25,14-Jan-25,C1019,Customer 20,New,36-45,Female,Bengaluru,Karnataka,South,Executive 10,P1131,Grocery,Oil,Oil Model 3,39777,7,25,208829.25,193690.2,"$15,139.05",Cash,7,5,No
ORD103861,13-Feb-24,16-Feb-24,C1012,Customer 13,Returning,18-25,Male,Ludhiana,Punjab,North,Executive 13,P1131,Grocery,Oil,Oil Model 3,12237,2,10,22026.6,12318.36,"$9,708.24",Credit Card,6,5,Yes
ORD103881,14-Jan-24,16-Jan-24,C1004,Customer 5,New,46-60,Female,Visakhapatnam,Andhra Pradesh,South,Executive 2,P1131,Grocery,Oil,Oil Model 3,4864,9,50,21888,32519.31,"($10,631.31)",Credit Card,8,5,Yes
ORD104371,08-Mar-25,15-Mar-25,C1039,Customer 40,Returning,36-45,Male,Hyderabad,Telangana,South,Executive 8,P1136,Grocery,Oil,Oil Model 8,18928,5,20,75712,64344.63,"$11,367.37",UPI,8,5,No
ORD104375,21-Oct-24,22-Oct-24,C1003,Customer 4,Returning,36-45,Female,Ludhiana,Punjab,North,Executive 5,P1129,Grocery,Oil,Oil Model 1,11328,8,10,81561.6,70680.22,"$10,881.38",Credit Card,9,5,Yes
ORD104445,16-Dec-25,25-Dec-25,C1019,Customer 20,New,36-45,Male,Kolkata,West Bengal,East,Executive 4,P1132,Grocery,Oil,Oil Model 4,38515,5,10,173317.5,142709.45,"$30,608.05",Cash,1,5,No
ORD104477,29-Apr-24,06-May-24,C1035,Customer 36,Returning,18-25,Female,Patna,Bihar,East,Executive 20,P1134,Grocery,Oil,Oil Model 6,42116,4,30,117924.8,153745.39,"($35,820.59)",Cash,7,5,Yes
ORD104828,10-Apr-25,18-Apr-25,C1020,Customer 21,Returning,36-45,Male,Guwahati,Assam,East,Executive 13,P1129,Grocery,Oil,Oil Model 1,43233,7,40,181578.6,154929.31,"$26,649.29",Net Banking,8,5,Yes
ORD104941,26-Jan-25,02-Feb-25,C1042,Customer 43,New,26-35,Female,Bhubaneswar,Odisha,East,Executive 3,P1132,Grocery,Oil,Oil Model 4,35678,3,50,53517,99998.94,"($46,481.94)",Net Banking,7,5,Yes
ORD104994,20-May-25,24-May-25,C1037,Customer 38,New,46-60,Female,Bhubaneswar,Odisha,East,Executive 20,P1131,Grocery,Oil,Oil Model 3,4765,9,15,36452.25,36231.81,$220.44,UPI,4,5,No
ORD105009,28-Jun-24,01-Jul-24,C1024,Customer 25,Returning,46-60,Male,Nagpur,Maharashtra,West,Executive 9,P1131,Grocery,Oil,Oil Model 3,18747,7,5,124667.55,111013.56,"$13,653.99",UPI,3,5,Yes
ORD105366,22-Sep-24,24-Sep-24,C1008,Customer 9,Returning,36-45,Male,Panaji,Goa,West,Executive 1,P1134,Grocery,Oil,Oil Model 6,7517,7,20,42095.2,39392.84,"$2,702.36",Net Banking,4,5,No
ORD105526,21-Nov-24,26-Nov-24,C1009,Customer 10,New,26-35,Male,Raipur,Chhattisgarh,West,Executive 20,P1131,Grocery,Oil,Oil Model 3,36018,1,0,28814.4,27376.09,"$1,438.31",UPI,10,5,Yes
ORD105646,02-May-24,08-May-24,C1009,Customer 10,New,26-35,Female,Bengaluru,Karnataka,South,Executive 13,P1135,Grocery,Oil,Oil Model 7,26932,1,30,18852.4,19196.94,($344.54),Cash,5,5,No
ORD105655,17-Nov-25,24-Nov-25,C1030,Customer 31,New,26-35,Male,Ranchi,Jharkhand,East,Executive 2,P1134,Grocery,Oil,Oil Model 6,21457,5,10,96556.5,66974.59,"$29,581.91",UPI,3,5,Yes
ORD105689,01-Feb-24,07-Feb-24,C1014,Customer 15,Returning,36-45,Male,Raipur,Chhattisgarh,West,Executive 14,P1130,Grocery,Oil,Oil Model 2,7779,10,40,46674,72674.37,"($26,000.37)",Cash,12,5,No
ORD105845,14-Feb-25,20-Feb-25,C1030,Customer 31,Returning,18-25,Male,Ranchi,Jharkhand,East,Executive 17,P1133,Grocery,Oil,Oil Model 5,15524,5,30,54334,58691.26,"($4,357.26)",UPI,7,5,No
ORD106010,04-Mar-24,10-Mar-24,C1028,Customer 29,New,36-45,Male,Hyderabad,Telangana,South,Executive 10,P1129,Grocery,Oil,Oil Model 1,48397,9,25,326679.75,234920.88,"$91,758.87",Cash,8,5,No
ORD106146,17-Dec-24,18-Dec-24,C1035,Customer 36,New,46-60,Male,Mysuru,Karnataka,South,Executive 11,P1132,Grocery,Oil,Oil Model 4,27854,9,50,125343,145719.44,"($20,376.44)",Credit Card,8,5,Yes
ORD106337,25-Apr-24,27-Apr-24,C1042,Customer 43,New,46-60,Female,Bhubaneswar,Odisha,East,Executive 7,P1131,Grocery,Oil,Oil Model 3,26699,8,10,192232.8,162740.52,"$29,492.28",Credit Card,11,5,Yes
ORD106562,05-Dec-24,15-Dec-24,C1021,Customer 22,Returning,36-45,Female,Bengaluru,Karnataka,South,Executive 8,P1136,Grocery,Oil,Oil Model 8,20591,6,15,105014.1,71795.02,"$33,219.08",Credit Card,3,5,No
ORD106818,24-Jan-24,25-Jan-24,C1013,Customer 14,Returning,46-60,Female,Patna,Bihar,East,Executive 14,P1131,Grocery,Oil,Oil Model 3,11186,2,10,20134.8,20081.62,$53.18,Net Banking,11,5,No
ORD106874,11-Nov-24,20-Nov-24,C1037,Customer 38,Returning,46-60,Male,Coimbatore,Tamil Nadu,South,Executive 17,P1131,Grocery,Oil,Oil Model 3,30255,9,25,204221.25,161794.36,"$42,426.89",Cash,7,5,Yes
ORD106900,09-Oct-24,15-Oct-24,C1001,Customer 2,New,36-45,Male,Hyderabad,Telangana,South,Executive 7,P1136,Grocery,Oil,Oil Model 8,18008,5,25,67530,48241.25,"$19,288.75",Credit Card,2,5,No
ORD107064,24-Jan-24,31-Jan-24,C1048,Customer 49,New,18-25,Female,Ranchi,Jharkhand,East,Executive 5,P1135,Grocery,Oil,Oil Model 7,23039,4,10,82940.4,75106.11,"$7,834.29",Credit Card,2,5,Yes
ORD107068,13-Jun-25,22-Jun-25,C1020,Customer 21,Returning,46-60,Female,Nagpur,Maharashtra,West,Executive 18,P1129,Grocery,Oil,Oil Model 1,19367,4,25,58101,42797.48,"$15,303.52",UPI,1,5,Yes
ORD107121,25-Jul-25,30-Jul-25,C1011,Customer 12,Returning,46-60,Male,Ranchi,Jharkhand,East,Executive 10,P1136,Grocery,Oil,Oil Model 8,29235,8,25,175410,138521.46,"$36,888.54",Credit Card,1,5,Yes
ORD107399,26-Jul-24,31-Jul-24,C1015,Customer 16,New,18-25,Female,Jaipur,Rajasthan,North,Executive 5,P1131,Grocery,Oil,Oil Model 3,3085,8,10,22212,21537.1,$674.9,UPI,7,5,Yes
ORD107428,21-Apr-24,26-Apr-24,C1039,Customer 40,New,18-25,Female,Panaji,Goa,West,Executive 14,P1135,Grocery,Oil,Oil Model 7,46804,4,0,187216,114790.28,"$72,425.72",Cash,11,5,No
ORD107678,07-Aug-24,09-Aug-24,C1002,Customer 3,Returning,26-35,Female,New Delhi,Delhi,North,Executive 7,P1129,Grocery,Oil,Oil Model 1,14379,5,5,68300.25,51339.93,"$16,960.32",Cash,8,5,Yes
ORD108155,19-Mar-25,24-Mar-25,C1039,Customer 40,Returning,18-25,Male,Ranchi,Jharkhand,East,Executive 16,P1131,Grocery,Oil,Oil Model 3,20815,10,35,135297.5,137066.72,"($1,769.22)",Credit Card,5,5,Yes
ORD108167,28-Apr-25,01-May-25,C1034,Customer 35,Returning,26-35,Female,Guwahati,Assam,East,Executive 18,P1133,Grocery,Oil,Oil Model 5,12139,6,25,54625.5,67498.94,"($12,873.44)",Net Banking,10,5,Yes
ORD108215,10-Mar-25,12-Mar-25,C1026,Customer 27,Returning,36-45,Female,Pune,Maharashtra,West,Executive 11,P1130,Grocery,Oil,Oil Model 2,33928,10,50,169640,293653.21,"($1,24,013.21)",Credit Card,6,5,Yes
ORD108329,19-Dec-24,28-Dec-24,C1046,Customer 47,Returning,46-60,Male,Bengaluru,Karnataka,South,Executive 1,P1133,Grocery,Oil,Oil Model 5,35664,3,20,85593.6,81501.94,"$4,091.66",UPI,5,5,No
ORD108360,01-Feb-25,02-Feb-25,C1049,Customer 50,Returning,26-35,Male,Noida,Uttar Pradesh,North,Executive 11,P1132,Grocery,Oil,Oil Model 4,16060,9,50,72270,125700.99,"($53,430.99)",UPI,5,5,No
ORD108372,03-Dec-25,11-Dec-25,C1043,Customer 44,New,46-60,Male,Jaipur,Rajasthan,North,Executive 14,P1130,Grocery,Oil,Oil Model 2,4779,9,15,36559.35,24580.77,"$11,978.58",Net Banking,7,5,No
ORD108480,17-Jul-24,23-Jul-24,C1033,Customer 34,New,26-35,Male,Patna,Bihar,East,Executive 10,P1135,Grocery,Oil,Oil Model 7,30465,8,5,231534,222768.38,"$8,765.62",Credit Card,3,5,Yes
ORD108482,08-May-25,11-May-25,C1002,Customer 3,New,18-25,Male,Mumbai,Maharashtra,West,Executive 4,P1132,Grocery,Oil,Oil Model 4,48382,10,40,290292,297055.38,"($6,763.38)",Cash,11,5,No
ORD108946,15-Jan-24,18-Jan-24,C1009,Customer 10,New,26-35,Female,Gurugram,Haryana,North,Executive 4,P1132,Grocery,Oil,Oil Model 4,26880,7,10,169344,95779.11,"$73,564.89",UPI,3,5,No
ORD109113,19-Jan-24,29-Jan-24,C1024,Customer 25,New,46-60,Male,Patna,Bihar,East,Executive 8,P1134,Grocery,Oil,Oil Model 6,29952,7,40,125798.4,115000.61,"$10,797.79",Credit Card,6,5,Yes
ORD109167,02-Jun-24,09-Jun-24,C1035,Customer 36,Returning,26-35,Female,Panaji,Goa,West,Executive 12,P1135,Grocery,Oil,Oil Model 7,23919,4,20,76540.8,51285.42,"$25,255.38",Credit Card,5,5,Yes
ORD109312,13-Aug-25,15-Aug-25,C1017,Customer 18,New,26-35,Female,Ahmedabad,Gujarat,West,Executive 11,P1129,Grocery,Oil,Oil Model 1,47719,10,10,429471,333934.57,"$95,536.43",Credit Card,5,5,No
ORD109538,16-Jan-25,22-Jan-25,C1034,Customer 35,New,36-45,Male,Lucknow,Uttar Pradesh,North,Executive 18,P1135,Grocery,Oil,Oil Model 7,1332,9,30,8391.6,6710.63,"$1,680.97",Net Banking,1,5,No
ORD109551,26-Feb-25,05-Mar-25,C1030,Customer 31,Returning,26-35,Male,Indore,Madhya Pradesh,West,Executive 8,P1135,Grocery,Oil,Oil Model 7,40133,8,30,224744.8,164299.57,"$60,445.23",UPI,3,5,No
ORD109610,19-Sep-25,28-Sep-25,C1029,Customer 30,Returning,36-45,Female,Bengaluru,Karnataka,South,Executive 16,P1133,Grocery,Oil,Oil Model 5,22388,8,40,107462.4,142985.6,"($35,523.2)",UPI,3,5,No
ORD109652,01-Mar-25,05-Mar-25,C1046,Customer 47,New,18-25,Male,Ahmedabad,Gujarat,West,Executive 12,P1129,Grocery,Oil,Oil Model 1,10314,8,5,78386.4,74116.52,"$4,269.88",Net Banking,9,5,Yes
ORD109710,17-Aug-25,21-Aug-25,C1031,Customer 32,New,26-35,Female,Raipur,Chhattisgarh,West,Executive 20,P1132,Grocery,Oil,Oil Model 4,16908,6,15,86230.8,60048.94,"$26,181.86",UPI,5,5,Yes
ORD109740,07-Nov-24,12-Nov-24,C1035,Customer 36,New,46-60,Female,Bhopal,Madhya Pradesh,West,Executive 18,P1129,Grocery,Oil,Oil Model 1,46974,4,40,112737.6,156731.29,"($43,993.69)",Net Banking,3,5,Yes
ORD109762,23-May-24,30-May-24,C1010,Customer 11,Returning,18-25,Male,Hyderabad,Telangana,South,Executive 12,P1133,Grocery,Oil,Oil Model 5,22959,8,10,165304.8,121026.78,"$44,278.02",Cash,8,5,Yes
ORD109994,22-Sep-24,23-Sep-24,C1042,Customer 43,Returning,46-60,Male,Raipur,Chhattisgarh,West,Executive 14,P1136,Grocery,Oil,Oil Model 8,31027,6,20,148929.6,149048.71,($119.11),Cash,9,5,No
ORD100055,12-Apr-24,20-Apr-24,C1006,Customer 7,Returning,18-25,Male,Bhubaneswar,Odisha,East,Executive 3,P1121,Grocery,Rice,Rice Model 1,17468,6,50,52404,85074.44,"($32,670.44)",UPI,6,5,No
ORD100636,09-Oct-24,13-Oct-24,C1039,Customer 40,Returning,46-60,Female,Ahmedabad,Gujarat,West,Executive 9,P1127,Grocery,Rice,Rice Model 7,13581,3,15,34631.55,26745.13,"$7,886.42",Cash,12,5,No
ORD100651,30-Apr-25,01-May-25,C1032,Customer 33,Returning,46-60,Male,Surat,Gujarat,West,Executive 13,P1124,Grocery,Rice,Rice Model 4,12161,4,40,29186.4,30019.29,($832.89),Net Banking,11,5,Yes
ORD100785,11-Oct-25,12-Oct-25,C1015,Customer 16,New,46-60,Female,Nagpur,Maharashtra,West,Executive 16,P1124,Grocery,Rice,Rice Model 4,22637,4,50,45274,61803.14,"($16,529.14)",Credit Card,8,5,No
ORD100882,29-May-25,01-Jun-25,C1029,Customer 30,Returning,46-60,Male,Indore,Madhya Pradesh,West,Executive 17,P1126,Grocery,Rice,Rice Model 6,11497,8,20,73580.8,81315.96,"($7,735.16)",UPI,5,5,No
ORD101038,26-Mar-25,28-Mar-25,C1010,Customer 11,New,36-45,Male,Visakhapatnam,Andhra Pradesh,South,Executive 17,P1128,Grocery,Rice,Rice Model 8,47204,2,15,80246.8,68034.88,"$12,211.92",Cash,3,5,Yes
ORD101363,18-Feb-25,26-Feb-25,C1044,Customer 45,New,26-35,Male,Hyderabad,Telangana,South,Executive 14,P1122,Grocery,Rice,Rice Model 2,37759,5,5,179355.25,146587.76,"$32,767.49",Net Banking,9,5,No
ORD101463,20-Aug-25,27-Aug-25,C1024,Customer 25,New,46-60,Male,Noida,Uttar Pradesh,North,Executive 13,P1121,Grocery,Rice,Rice Model 1,46566,5,30,162981,134927.01,"$28,053.99",UPI,6,5,No
ORD101566,10-Dec-24,20-Dec-24,C1029,Customer 30,New,26-35,Female,Lucknow,Uttar Pradesh,North,Executive 12,P1126,Grocery,Rice,Rice Model 6,5949,10,10,53541,32630.78,"$20,910.22",Net Banking,8,5,Yes
ORD101581,05-Jan-24,15-Jan-24,C1011,Customer 12,Returning,36-45,Male,Panaji,Goa,West,Executive 18,P1126,Grocery,Rice,Rice Model 6,23010,8,0,184080,143933.39,"$40,146.61",UPI,3,5,Yes
ORD101582,19-Jan-24,21-Jan-24,C1006,Customer 7,New,36-45,Male,Coimbatore,Tamil Nadu,South,Executive 2,P1127,Grocery,Rice,Rice Model 7,18137,3,50,27205.5,45672.91,"($18,467.41)",UPI,7,5,No
ORD101780,17-Oct-24,27-Oct-24,C1035,Customer 36,New,46-60,Female,Coimbatore,Tamil Nadu,South,Executive 13,P1124,Grocery,Rice,Rice Model 4,17364,10,0,173640,160568.15,"$13,071.85",Net Banking,9,5,No
ORD101850,08-Jun-24,13-Jun-24,C1038,Customer 39,New,26-35,Male,New Delhi,Delhi,North,Executive 9,P1124,Grocery,Rice,Rice Model 4,32035,2,20,51256,44256.12,"$6,999.88",Cash,1,5,Yes
ORD101881,29-Nov-25,07-Dec-25,C1011,Customer 12,New,36-45,Female,Coimbatore,Tamil Nadu,South,Executive 6,P1128,Grocery,Rice,Rice Model 8,22116,9,0,199044,171954.61,"$27,089.39",Cash,3,5,Yes
ORD102023,23-Nov-24,24-Nov-24,C1045,Customer 46,New,36-45,Male,Ludhiana,Punjab,North,Executive 15,P1127,Grocery,Rice,Rice Model 7,11218,10,0,112180,84316.86,"$27,863.14",Cash,11,5,No
ORD102298,05-Jan-24,07-Jan-24,C1008,Customer 9,Returning,36-45,Female,Raipur,Chhattisgarh,West,Executive 4,P1125,Grocery,Rice,Rice Model 5,25688,4,5,97614.4,86200.26,"$11,414.14",UPI,10,5,No
ORD102310,14-May-24,24-May-24,C1019,Customer 20,Returning,36-45,Male,Bhopal,Madhya Pradesh,West,Executive 15,P1123,Grocery,Rice,Rice Model 3,26922,7,5,179031.3,155441.27,"$23,590.03",Credit Card,9,5,No
ORD102315,21-Dec-24,28-Dec-24,C1042,Customer 43,Returning,46-60,Female,Kolkata,West Bengal,East,Executive 16,P1123,Grocery,Rice,Rice Model 3,2326,6,20,11164.8,9434.15,"$1,730.65",Net Banking,4,5,Yes
ORD102360,28-Jul-25,02-Aug-25,C1035,Customer 36,New,26-35,Male,Bhubaneswar,Odisha,East,Executive 13,P1121,Grocery,Rice,Rice Model 1,34391,2,35,44708.3,44143.91,$564.39,Cash,11,5,Yes
ORD102411,23-Aug-24,29-Aug-24,C1040,Customer 41,New,18-25,Female,Patna,Bihar,East,Executive 16,P1125,Grocery,Rice,Rice Model 5,37517,7,10,236357.1,178702.45,"$57,654.65",Credit Card,9,5,No
ORD102436,21-Feb-24,27-Feb-24,C1010,Customer 11,New,36-45,Male,Kochi,Kerala,South,Executive 9,P1122,Grocery,Rice,Rice Model 2,8656,7,0,60592,47318.79,"$13,273.21",Net Banking,3,5,Yes
ORD102599,16-Apr-24,26-Apr-24,C1024,Customer 25,New,26-35,Female,Nagpur,Maharashtra,West,Executive 5,P1127,Grocery,Rice,Rice Model 7,1158,5,0,5790,2958.19,"$2,831.81",Cash,4,5,No
ORD102720,27-Oct-25,31-Oct-25,C1000,Customer 1,New,36-45,Male,Coimbatore,Tamil Nadu,South,Executive 10,P1126,Grocery,Rice,Rice Model 6,27128,5,50,67820,79107.24,"($11,287.24)",Net Banking,4,5,No
ORD102879,19-May-25,27-May-25,C1031,Customer 32,New,46-60,Female,Patna,Bihar,East,Executive 1,P1127,Grocery,Rice,Rice Model 7,299,9,10,2421.9,1649.99,$771.91,UPI,9,5,Yes
ORD103021,21-Aug-24,26-Aug-24,C1026,Customer 27,New,36-45,Male,Indore,Madhya Pradesh,West,Executive 3,P1128,Grocery,Rice,Rice Model 8,3368,9,10,27280.8,22843.59,"$4,437.21",Credit Card,1,5,Yes
ORD103130,13-Dec-24,20-Dec-24,C1037,Customer 38,Returning,36-45,Male,Ranchi,Jharkhand,East,Executive 18,P1122,Grocery,Rice,Rice Model 2,4682,8,5,35583.2,22621.22,"$12,961.98",Credit Card,6,5,Yes
ORD103183,06-Feb-25,08-Feb-25,C1013,Customer 14,New,36-45,Male,Gurugram,Haryana,North,Executive 12,P1121,Grocery,Rice,Rice Model 1,12059,5,35,39191.75,41080.8,"($1,889.05)",Credit Card,10,5,No
ORD103282,04-Jul-25,06-Jul-25,C1008,Customer 9,New,36-45,Female,Jaipur,Rajasthan,North,Executive 13,P1127,Grocery,Rice,Rice Model 7,25170,7,0,176190,99421.7,"$76,768.3",UPI,7,5,Yes
ORD103710,18-Jan-24,26-Jan-24,C1018,Customer 19,New,26-35,Female,Visakhapatnam,Andhra Pradesh,South,Executive 5,P1128,Grocery,Rice,Rice Model 8,13358,1,5,12690.1,11630.85,"$1,059.25",Net Banking,10,5,No
ORD103888,02-Oct-25,07-Oct-25,C1036,Customer 37,Returning,18-25,Male,Guwahati,Assam,East,Executive 14,P1122,Grocery,Rice,Rice Model 2,8904,4,50,17808,25150.14,"($7,342.14)",UPI,2,5,Yes
ORD104037,12-May-25,14-May-25,C1039,Customer 40,Returning,26-35,Female,New Delhi,Delhi,North,Executive 15,P1124,Grocery,Rice,Rice Model 4,48996,5,0,244980,184003.85,"$60,976.15",Cash,8,5,No
ORD104064,27-Dec-25,01-Jan-26,C1031,Customer 32,New,36-45,Female,Ludhiana,Punjab,North,Executive 7,P1122,Grocery,Rice,Rice Model 2,6593,6,0,39558,19968.93,"$19,589.07",Cash,9,5,Yes
ORD104068,21-Aug-24,27-Aug-24,C1029,Customer 30,New,18-25,Male,Bhubaneswar,Odisha,East,Executive 4,P1124,Grocery,Rice,Rice Model 4,26937,6,40,96973.2,151890.37,"($54,917.17)",UPI,9,5,Yes
ORD104126,04-Mar-24,14-Mar-24,C1039,Customer 40,Returning,36-45,Female,Mumbai,Maharashtra,West,Executive 6,P1125,Grocery,Rice,Rice Model 5,8144,9,5,69631.2,38323.32,"$31,307.88",Credit Card,2,5,No
ORD104206,03-Apr-24,07-Apr-24,C1024,Customer 25,New,36-45,Male,Pune,Maharashtra,West,Executive 7,P1127,Grocery,Rice,Rice Model 7,17001,10,10,153009,94497.6,"$58,511.4",Credit Card,1,5,No
ORD104238,08-Jun-25,14-Jun-25,C1037,Customer 38,New,18-25,Female,Panaji,Goa,West,Executive 17,P1121,Grocery,Rice,Rice Model 1,33203,8,15,225780.4,165457.2,"$60,323.2",Cash,4,5,No
ORD104369,10-Aug-25,19-Aug-25,C1002,Customer 3,Returning,26-35,Female,Jaipur,Rajasthan,North,Executive 13,P1127,Grocery,Rice,Rice Model 7,43149,1,50,21574.5,32946.82,"($11,372.32)",Net Banking,11,5,No
ORD104450,08-Jan-25,16-Jan-25,C1042,Customer 43,Returning,26-35,Male,Kochi,Kerala,South,Executive 3,P1123,Grocery,Rice,Rice Model 3,8757,8,20,56044.8,65011.74,"($8,966.94)",Cash,8,5,Yes
ORD104629,26-Jul-24,01-Aug-24,C1011,Customer 12,New,26-35,Female,Hyderabad,Telangana,South,Executive 18,P1122,Grocery,Rice,Rice Model 2,41884,10,15,356014,375907.77,"($19,893.77)",Net Banking,6,5,Yes
ORD104724,13-Jan-24,23-Jan-24,C1011,Customer 12,Returning,26-35,Female,Hyderabad,Telangana,South,Executive 3,P1121,Grocery,Rice,Rice Model 1,24447,2,25,36670.5,43111.21,"($6,440.71)",UPI,9,5,Yes
